contractSymbol,expirationDate,lastPrice,spotPrice,strikePrice,ticker,volatility
AMZN230519C00080000,2023-05-19,19.7,98.12999725341797,80,AMZN,0.5664105859375
AMZN230519C00085000,2023-05-19,15.53,98.12999725341797,85,AMZN,0.5350388293457031
AMZN230519C00090000,2023-05-19,11.87,98.12999725341797,90,AMZN,0.5109912182617188
AMZN230519C00095000,2023-05-19,8.57,98.12999725341797,95,AMZN,0.47290566162109376
AMZN230519C00100000,2023-05-19,5.97,98.12999725341797,100,AMZN,0.4459283923339844
AMZN230519C00105000,2023-05-19,3.85,98.12999725341797,105,AMZN,0.42847251220703125
AMZN230519C00110000,2023-05-19,2.33,98.12999725341797,110,AMZN,0.41358008300781246
AMZN230519C00115000,2023-05-19,1.37,98.12999725341797,115,AMZN,0.4057676611328125
AMZN230519C00120000,2023-05-19,0.81,98.12999725341797,120,AMZN,0.40405869384765625
AMZN230519C00125000,2023-05-19,0.49,98.12999725341797,125,AMZN,0.40772076660156253
AMZN230519C00130000,2023-05-19,0.3,98.12999725341797,130,AMZN,0.4145566357421875
AMZN230519C00135000,2023-05-19,0.19,98.12999725341797,135,AMZN,0.42383388671875
AMZN230519C00140000,2023-05-19,0.14,98.12999725341797,140,AMZN,0.432622861328125
AMZN230519C00145000,2023-05-19,0.09,98.12999725341797,145,AMZN,0.445318046875
AMZN230519C00150000,2023-05-19,0.06,98.12999725341797,150,AMZN,0.46191944335937507
AMZN230519C00155000,2023-05-19,0.04,98.12999725341797,155,AMZN,0.46094289062500005
AMZN230519C00160000,2023-05-19,0.02,98.12999725341797,160,AMZN,0.4726615234375
TSLA230414C00050000,2023-04-14,145.04,190.41000366210938,50,TSLA,2.3632853417968747
TSLA230414C00090000,2023-04-14,98.77,190.41000366210938,90,TSLA,1.5000025
TSLA230414C00095000,2023-04-14,93.83,190.41000366210938,95,TSLA,1.400393623046875
TSLA230414C00100000,2023-04-14,90.63,190.41000366210938,100,TSLA,1.3369173779296872
TSLA230414C00105000,2023-04-14,84.88,190.41000366210938,105,TSLA,1.272464575195312
TSLA230414C00110000,2023-04-14,76.4,190.41000366210938,110,TSLA,1.18359783203125
TSLA230414C00115000,2023-04-14,75.8,190.41000366210938,115,TSLA,1.1201215869140624
TSLA230414C00120000,2023-04-14,68.13,190.41000366210938,120,TSLA,1.0654343603515626
TSLA230414C00125000,2023-04-14,63.81,190.41000366210938,125,TSLA,0.9838868798828125
TSLA230414C00130000,2023-04-14,61.4,190.41000366210938,130,TSLA,0.9687503125
TSLA230414C00135000,2023-04-14,56.48,190.41000366210938,135,TSLA,0.8940440283203124
TSLA230414C00140000,2023-04-14,51.3,190.41000366210938,140,TSLA,0.8569350244140624
TSLA230414C00145000,2023-04-14,46.35,190.41000366210938,145,TSLA,0.8208025732421874
TSLA230414C00147000,2023-04-14,45,190.41000366210938,147,TSLA,0.815431533203125
TSLA230414C00148000,2023-04-14,42.38,190.41000366210938,148,TSLA,0.8024922094726561
TSLA230414C00149000,2023-04-14,48.1,190.41000366210938,149,TSLA,0.8037129003906249
TSLA230414C00150000,2023-04-14,41.7,190.41000366210938,150,TSLA,0.7905294384765625
TSLA230414C00152500,2023-04-14,38.51,190.41000366210938,152.5,TSLA,0.790041162109375
TSLA230414C00155000,2023-04-14,37.5,190.41000366210938,155,TSLA,0.7674583801269532
TSLA230414C00157500,2023-04-14,34.55,190.41000366210938,157.5,TSLA,0.7563500927734376
TSLA230414C00160000,2023-04-14,32.6,190.41000366210938,160,TSLA,0.7415797326660156
TSLA230414C00162500,2023-04-14,30.9,190.41000366210938,162.5,TSLA,0.7351100708007812
TSLA230414C00165000,2023-04-14,28.38,190.41000366210938,165,TSLA,0.724490059814453
TSLA230414C00167500,2023-04-14,26.7,190.41000366210938,167.5,TSLA,0.7102079760742188
TSLA230414C00170000,2023-04-14,24.49,190.41000366210938,170,TSLA,0.7016631396484375
TSLA230414C00172500,2023-04-14,21.98,190.41000366210938,172.5,TSLA,0.6926300268554688
TSLA230414C00175000,2023-04-14,21.15,190.41000366210938,175,TSLA,0.6844513977050781
TSLA230414C00177500,2023-04-14,19.3,190.41000366210938,177.5,TSLA,0.6784700122070313
TSLA230414C00180000,2023-04-14,17.41,190.41000366210938,180,TSLA,0.671023797607422
TSLA230414C00182500,2023-04-14,16.05,190.41000366210938,182.5,TSLA,0.6635775830078127
TSLA230414C00185000,2023-04-14,14.42,190.41000366210938,185,TSLA,0.6575961975097657
TSLA230414C00187500,2023-04-14,13.08,190.41000366210938,187.5,TSLA,0.6497837756347657
TSLA230414C00190000,2023-04-14,11.9,190.41000366210938,190,TSLA,0.6430699755859376
TSLA230414C00192500,2023-04-14,10.6,190.41000366210938,192.5,TSLA,0.6373327282714845
TSLA230414C00195000,2023-04-14,9.42,190.41000366210938,195,TSLA,0.6324499645996093
TSLA230414C00197500,2023-04-14,8.4,190.41000366210938,197.5,TSLA,0.6285437536621095
TSLA230414C00200000,2023-04-14,7.4,190.41000366210938,200,TSLA,0.6228065063476562
TSLA230414C00202500,2023-04-14,6.65,190.41000366210938,202.5,TSLA,0.6210975390625001
TSLA230414C00205000,2023-04-14,5.8,190.41000366210938,205,TSLA,0.6208534008789064
TSLA230414C00207500,2023-04-14,4.91,190.41000366210938,207.5,TSLA,0.6147499462890625
TSLA230414C00210000,2023-04-14,4.4,190.41000366210938,210,TSLA,0.6135292553710938
TSLA230414C00212500,2023-04-14,3.89,190.41000366210938,212.5,TSLA,0.6114540808105471
TSLA230414C00215000,2023-04-14,3.35,190.41000366210938,215,TSLA,0.6086464916992189
TSLA230414C00217500,2023-04-14,2.95,190.41000366210938,217.5,TSLA,0.6123085644531252
TSLA230414C00220000,2023-04-14,2.55,190.41000366210938,220,TSLA,0.6127968408203126
TSLA230414C00225000,2023-04-14,1.87,190.41000366210938,225,TSLA,0.6116982189941409
TSLA230414C00230000,2023-04-14,1.46,190.41000366210938,230,TSLA,0.6152382226562501
TSLA230414C00235000,2023-04-14,1.09,190.41000366210938,235,TSLA,0.6186561572265626
TSLA230414C00240000,2023-04-14,0.83,190.41000366210938,240,TSLA,0.6237830590820312
TSLA230414C00245000,2023-04-14,0.66,190.41000366210938,245,TSLA,0.6342810009765626
TSLA230414C00250000,2023-04-14,0.5,190.41000366210938,250,TSLA,0.6389196264648438
TSLA230414C00255000,2023-04-14,0.4,190.41000366210938,255,TSLA,0.648441015625
TSLA230414C00260000,2023-04-14,0.31,190.41000366210938,260,TSLA,0.65820654296875
TSLA230414C00265000,2023-04-14,0.25,190.41000366210938,265,TSLA,0.6669955175781253
TSLA230414C00270000,2023-04-14,0.21,190.41000366210938,270,TSLA,0.6787141503906251
TSLA230414C00275000,2023-04-14,0.18,190.41000366210938,275,TSLA,0.69336244140625
TSLA230414C00280000,2023-04-14,0.15,190.41000366210938,280,TSLA,0.7041045214843751
TSLA230414C00285000,2023-04-14,0.11,190.41000366210938,285,TSLA,0.710940390625
TSLA230414C00290000,2023-04-14,0.1,190.41000366210938,290,TSLA,0.729494892578125
TSLA230414C00295000,2023-04-14,0.09,190.41000366210938,295,TSLA,0.73633076171875
TSLA230414C00300000,2023-04-14,0.07,190.41000366210938,300,TSLA,0.75195560546875
TSLA230414C00310000,2023-04-14,0.06,190.41000366210938,310,TSLA,0.7656273437500001
TSLA230414C00320000,2023-04-14,0.05,190.41000366210938,320,TSLA,0.7929708203125
TSLA230414C00330000,2023-04-14,0.04,190.41000366210938,330,TSLA,0.8125018749999999
TSLA230414C00340000,2023-04-14,0.03,190.41000366210938,340,TSLA,0.8398453515625
TSLA230414C00350000,2023-04-14,0.04,190.41000366210938,350,TSLA,0.8632826171875
TSLA230414C00360000,2023-04-14,0.02,190.41000366210938,360,TSLA,0.8984385156249999
TSLA230421C00005000,2023-04-21,185.3,190.41000366210938,5,TSLA,4.437504453124999
TSLA230421C00010000,2023-04-21,182.1,190.41000366210938,10,TSLA,3.56250109375
TSLA230421C00015000,2023-04-21,178.02,190.41000366210938,15,TSLA,0.000010000000000000003
TSLA230421C00020000,2023-04-21,176,190.41000366210938,20,TSLA,3.2031269921874994
TSLA230421C00025000,2023-04-21,171.55,190.41000366210938,25,TSLA,2.7812530468750003
TSLA230421C00030000,2023-04-21,160.4,190.41000366210938,30,TSLA,2.69531576171875
TSLA230421C00035000,2023-04-21,155.85,190.41000366210938,35,TSLA,2.468753828125
TSLA230421C00040000,2023-04-21,138.05,190.41000366210938,40,TSLA,2.3789103027343748
TSLA230421C00045000,2023-04-21,166.23,190.41000366210938,45,TSLA,0.000010000000000000003
TSLA230421C00050000,2023-04-21,140.24,190.41000366210938,50,TSLA,2.1171922070312497
TSLA230421C00055000,2023-04-21,128.75,190.41000366210938,55,TSLA,1.97265638671875
TSLA230421C00060000,2023-04-21,130.2,190.41000366210938,60,TSLA,1.892578662109375
TSLA230421C00065000,2023-04-21,115.21,190.41000366210938,65,TSLA,1.791016669921875
TSLA230421C00070000,2023-04-21,142.41,190.41000366210938,70,TSLA,0.000010000000000000003
TSLA230421C00075000,2023-04-21,121.15,190.41000366210938,75,TSLA,1.62109564453125
TSLA230421C00080000,2023-04-21,117.65,190.41000366210938,80,TSLA,1.517580537109375
TSLA230421C00085000,2023-04-21,104.97,190.41000366210938,85,TSLA,1.4619167529296875
TSLA230421C00090000,2023-04-21,107.1,190.41000366210938,90,TSLA,1.3916046044921875
TSLA230421C00095000,2023-04-21,104.65,190.41000366210938,95,TSLA,1.3115268798828121
TSLA230421C00100000,2023-04-21,89.26,190.41000366210938,100,TSLA,1.25390998046875
TSLA230421C00105000,2023-04-21,84.66,190.41000366210938,105,TSLA,1.1787150439453122
TSLA230421C00108330,2023-04-21,84.5,190.41000366210938,108.33,TSLA,1.1337933935546878
TSLA230421C00110000,2023-04-21,80.63,190.41000366210938,110,TSLA,1.1206098657226562
TSLA230421C00115000,2023-04-21,74.15,190.41000366210938,115,TSLA,1.0756882153320313
TSLA230421C00116670,2023-04-21,80.35,190.41000366210938,116.67,TSLA,1.0542039477539062
TSLA230421C00120000,2023-04-21,71,190.41000366210938,120,TSLA,1.0268603344726563
TSLA230421C00125000,2023-04-21,64.02,190.41000366210938,125,TSLA,0.9855958471679689
TSLA230421C00130000,2023-04-21,61.61,190.41000366210938,130,TSLA,0.9443364941406249
TSLA230421C00133330,2023-04-21,58.68,190.41000366210938,133.33,TSLA,0.9213875048828125
TSLA230421C00135000,2023-04-21,56.79,190.41000366210938,135,TSLA,0.9057626611328125
TSLA230421C00140000,2023-04-21,51.85,190.41000366210938,140,TSLA,0.87500125
TSLA230421C00141670,2023-04-21,50.4,190.41000366210938,141.67,TSLA,0.8635267553710937
TSLA230421C00145000,2023-04-21,47.65,190.41000366210938,145,TSLA,0.8452163916015624
TSLA230421C00150000,2023-04-21,42.8,190.41000366210938,150,TSLA,0.8198260205078124
TSLA230421C00155000,2023-04-21,38.4,190.41000366210938,155,TSLA,0.8000508276367188
TSLA230421C00158330,2023-04-21,36.1,190.41000366210938,158.33,TSLA,0.7828390856933594
TSLA230421C00160000,2023-04-21,34.5,190.41000366210938,160,TSLA,0.7756370092773439
TSLA230421C00165000,2023-04-21,30.9,190.41000366210938,165,TSLA,0.754885263671875
TSLA230421C00166670,2023-04-21,28.25,190.41000366210938,166.67,TSLA,0.7509790527343749
TSLA230421C00170000,2023-04-21,26.95,190.41000366210938,170,TSLA,0.7415186981201172
TSLA230421C00175000,2023-04-21,23.27,190.41000366210938,175,TSLA,0.724490059814453
TSLA230421C00180000,2023-04-21,20.18,190.41000366210938,180,TSLA,0.7126493579101563
TSLA230421C00183330,2023-04-21,18.12,190.41000366210938,183.33,TSLA,0.7027007269287109
TSLA230421C00185000,2023-04-21,17.35,190.41000366210938,185,TSLA,0.6982452050781252
TSLA230421C00190000,2023-04-21,14.58,190.41000366210938,190,TSLA,0.6894562304687502
TSLA230421C00191670,2023-04-21,13.6,190.41000366210938,191.67,TSLA,0.6853669158935547
TSLA230421C00195000,2023-04-21,12.25,190.41000366210938,195,TSLA,0.6786531158447267
TSLA230421C00200000,2023-04-21,10.15,190.41000366210938,200,TSLA,0.6705965557861329
TSLA230421C00205000,2023-04-21,8.33,190.41000366210938,205,TSLA,0.663333444824219
TSLA230421C00208330,2023-04-21,7.1,190.41000366210938,208.33,TSLA,0.6586948193359375
TSLA230421C00210000,2023-04-21,6.75,190.41000366210938,210,TSLA,0.6575961975097657
TSLA230421C00215000,2023-04-21,5.47,190.41000366210938,215,TSLA,0.6530796411132813
TSLA230421C00216670,2023-04-21,4.95,190.41000366210938,216.67,TSLA,0.6508823974609376
TSLA230421C00220000,2023-04-21,4.4,190.41000366210938,220,TSLA,0.6499058447265625
TSLA230421C00225000,2023-04-21,3.48,190.41000366210938,225,TSLA,0.6481968774414062
TSLA230421C00230000,2023-04-21,2.8,190.41000366210938,230,TSLA,0.6479527392578125
TSLA230421C00233330,2023-04-21,2.42,190.41000366210938,233.33,TSLA,0.6486851538085938
TSLA230421C00235000,2023-04-21,2.24,190.41000366210938,235,TSLA,0.6486851538085938
TSLA230421C00240000,2023-04-21,1.82,190.41000366210938,240,TSLA,0.6508823974609376
TSLA230421C00241670,2023-04-21,1.68,190.41000366210938,241.67,TSLA,0.6521030883789063
TSLA230421C00243330,2023-04-21,1.45,190.41000366210938,243.33,TSLA,0.6528355029296876
TSLA230421C00245000,2023-04-21,1.45,190.41000366210938,245,TSLA,0.6538120556640626
TSLA230421C00246670,2023-04-21,1.35,190.41000366210938,246.67,TSLA,0.654544470214844
TSLA230421C00248330,2023-04-21,1.29,190.41000366210938,248.33,TSLA,0.6567417138671876
TSLA230421C00250000,2023-04-21,1.17,190.41000366210938,250,TSLA,0.6569858520507813
TSLA230421C00251670,2023-04-21,1.07,190.41000366210938,251.67,TSLA,0.6596713720703126
TSLA230421C00253330,2023-04-21,1.05,190.41000366210938,253.33,TSLA,0.6618686157226563
TSLA230421C00255000,2023-04-21,0.96,190.41000366210938,255,TSLA,0.6630893066406252
TSLA230421C00258330,2023-04-21,0.89,190.41000366210938,258.33,TSLA,0.6677279321289065
TSLA230421C00260000,2023-04-21,0.79,190.41000366210938,260,TSLA,0.6694368994140626
TSLA230421C00265000,2023-04-21,0.64,190.41000366210938,265,TSLA,0.6755403540039064
TSLA230421C00266670,2023-04-21,0.6,190.41000366210938,266.67,TSLA,0.6787141503906251
TSLA230421C00270000,2023-04-21,0.53,190.41000366210938,270,TSLA,0.6823762231445314
TSLA230421C00275000,2023-04-21,0.46,190.41000366210938,275,TSLA,0.6904327832031252
TSLA230421C00280000,2023-04-21,0.39,190.41000366210938,280,TSLA,0.6982452050781252
TSLA230421C00283330,2023-04-21,0.34,190.41000366210938,283.33,TSLA,0.7041045214843751
TSLA230421C00285000,2023-04-21,0.34,190.41000366210938,285,TSLA,0.7075224560546876
TSLA230421C00290000,2023-04-21,0.29,190.41000366210938,290,TSLA,0.7148466015625
TSLA230421C00291670,2023-04-21,0.34,190.41000366210938,291.67,TSLA,0.7192410888671875
TSLA230421C00295000,2023-04-21,0.24,190.41000366210938,295,TSLA,0.7246121289062499
TSLA230421C00300000,2023-04-21,0.21,190.41000366210938,300,TSLA,0.7324245507812499
TSLA230421C00305000,2023-04-21,0.17,190.41000366210938,305,TSLA,0.745119736328125
TSLA230421C00308330,2023-04-21,0.17,190.41000366210938,308.33,TSLA,0.7480493945312501
TSLA230421C00310000,2023-04-21,0.17,190.41000366210938,310,TSLA,0.75586181640625
TSLA230421C00316670,2023-04-21,0.13,190.41000366210938,316.67,TSLA,0.7675804492187501
TSLA230421C00320000,2023-04-21,0.2,190.41000366210938,320,TSLA,0.7744163183593751
TSLA230421C00325000,2023-04-21,0.12,190.41000366210938,325,TSLA,0.7832052929687501
TSLA230421C00330000,2023-04-21,0.11,190.41000366210938,330,TSLA,0.7949239257812499
TSLA230421C00333330,2023-04-21,0.1,190.41000366210938,333.33,TSLA,0.79883013671875
TSLA230421C00340000,2023-04-21,0.09,190.41000366210938,340,TSLA,0.8125018749999999
TSLA230421C00341670,2023-04-21,0.08,190.41000366210938,341.67,TSLA,0.8183611914062499
TSLA230421C00350000,2023-04-21,0.06,190.41000366210938,350,TSLA,0.8183611914062499
TSLA230421C00358330,2023-04-21,0.06,190.41000366210938,358.33,TSLA,0.8457046679687499
TSLA230421C00360000,2023-04-21,0.09,190.41000366210938,360,TSLA,0.851563984375
TSLA230421C00366670,2023-04-21,0.07,190.41000366210938,366.67,TSLA,0.867188828125
TSLA230421C00370000,2023-04-21,0.05,190.41000366210938,370,TSLA,0.867188828125
TSLA230421C00375000,2023-04-21,0.05,190.41000366210938,375,TSLA,0.87500125
TSLA230421C00383330,2023-04-21,0.04,190.41000366210938,383.33,TSLA,0.8906260937499999
TSLA230421C00391670,2023-04-21,0.04,190.41000366210938,391.67,TSLA,0.9062509375
TSLA230421C00400000,2023-04-21,0.03,190.41000366210938,400,TSLA,0.9179695703125
TSLA230421C00408330,2023-04-21,0.05,190.41000366210938,408.33,TSLA,0.937500625
TSLA230421C00416670,2023-04-21,0.03,190.41000366210938,416.67,TSLA,0.9335944140625
TSLA230421C00425000,2023-04-21,0.03,190.41000366210938,425,TSLA,0.9531254687499999
TSLA230421C00433330,2023-04-21,0.03,190.41000366210938,433.33,TSLA,0.9765627343750001
TSLA230421C00441670,2023-04-21,0.02,190.41000366210938,441.67,TSLA,0.992187578125
TSLA230421C00450000,2023-04-21,0.02,190.41000366210938,450,TSLA,0.992187578125
TSLA230421C00458330,2023-04-21,0.02,190.41000366210938,458.33,TSLA,0.992187578125
TSLA230421C00466670,2023-04-21,0.02,190.41000366210938,466.67,TSLA,1.0078174609375
TSLA230421C00475000,2023-04-21,0.02,190.41000366210938,475,TSLA,1.0312548437500002
TSLA230421C00483330,2023-04-21,0.02,190.41000366210938,483.33,TSLA,1.015629921875
TSLA230421C00491670,2023-04-21,0.01,190.41000366210938,491.67,TSLA,1.0625046875000002
TSLA230421C00500000,2023-04-21,0.02,190.41000366210938,500,TSLA,1.0781296093750001
TSLA230421C00508330,2023-04-21,0.01,190.41000366210938,508.33,TSLA,1.0625046875000002
TSLA230421C00516670,2023-04-21,0.01,190.41000366210938,516.67,TSLA,1.0312548437500002
TSLA230421C00525000,2023-04-21,0.01,190.41000366210938,525,TSLA,1.0312548437500002
TSLA230421C00533330,2023-04-21,0.01,190.41000366210938,533.33,TSLA,1.0625046875000002
TSLA230421C00541670,2023-04-21,0.01,190.41000366210938,541.67,TSLA,1.0625046875000002
TSLA230421C00550000,2023-04-21,0.01,190.41000366210938,550,TSLA,1.09375453125
TSLA230421C00558330,2023-04-21,0.01,190.41000366210938,558.33,TSLA,1.09375453125
TSLA230421C00566670,2023-04-21,0.01,190.41000366210938,566.67,TSLA,1.125004375
TSLA230421C00575000,2023-04-21,0.01,190.41000366210938,575,TSLA,1.125004375
TSLA230421C00583330,2023-04-21,0.01,190.41000366210938,583.33,TSLA,1.125004375
TSLA230421C00600000,2023-04-21,0.01,190.41000366210938,600,TSLA,0.500005
TSLA230421C00625000,2023-04-21,364.5,190.41000366210938,625,TSLA,0.500005
TSLA230421C00650000,2023-04-21,314.46,190.41000366210938,650,TSLA,0.500005
TSLA230421C00675000,2023-04-21,311.3,190.41000366210938,675,TSLA,0.500005
TSLA230421C00700000,2023-04-21,263.19,190.41000366210938,700,TSLA,0.500005
TSLA230421C00720000,2023-04-21,251.85,190.41000366210938,720,TSLA,0.500005
TSLA230421C00725000,2023-04-21,301.37,190.41000366210938,725,TSLA,0.500005
TSLA230421C00730000,2023-04-21,302.05,190.41000366210938,730,TSLA,0.500005
TSLA230421C00735000,2023-04-21,277.7,190.41000366210938,735,TSLA,0.500005
TSLA230421C00740000,2023-04-21,261.15,190.41000366210938,740,TSLA,0.500005
TSLA230421C00745000,2023-04-21,256.63,190.41000366210938,745,TSLA,0.500005
TSLA230421C00750000,2023-04-21,264.13,190.41000366210938,750,TSLA,0.500005
TSLA230421C00755000,2023-04-21,229.05,190.41000366210938,755,TSLA,0.500005
TSLA230421C00760000,2023-04-21,261.18,190.41000366210938,760,TSLA,0.500005
TSLA230421C00765000,2023-04-21,244.84,190.41000366210938,765,TSLA,0.500005
TSLA230421C00775000,2023-04-21,239.77,190.41000366210938,775,TSLA,0.500005
TSLA230421C00800000,2023-04-21,234.44,190.41000366210938,800,TSLA,0.500005
TSLA230421C00825000,2023-04-21,230.53,190.41000366210938,825,TSLA,0.500005
TSLA230421C00850000,2023-04-21,201,190.41000366210938,850,TSLA,0.500005
TSLA230421C00875000,2023-04-21,195.16,190.41000366210938,875,TSLA,0.500005
TSLA230421C00900000,2023-04-21,179.5,190.41000366210938,900,TSLA,0.500005
TSLA230421C00925000,2023-04-21,162,190.41000366210938,925,TSLA,0.500005
TSLA230421C00950000,2023-04-21,155.62,190.41000366210938,950,TSLA,0.500005
TSLA230421C00975000,2023-04-21,147.42,190.41000366210938,975,TSLA,0.500005
TSLA230421C01000000,2023-04-21,136,190.41000366210938,1000,TSLA,0.500005
TSLA230421C01025000,2023-04-21,123.85,190.41000366210938,1025,TSLA,0.500005
TSLA230421C01050000,2023-04-21,120,190.41000366210938,1050,TSLA,0.500005
TSLA230421C01075000,2023-04-21,113.67,190.41000366210938,1075,TSLA,0.500005
TSLA230421C01100000,2023-04-21,108.35,190.41000366210938,1100,TSLA,0.500005
TSLA230421C01125000,2023-04-21,94.7,190.41000366210938,1125,TSLA,0.500005
TSLA230421C01150000,2023-04-21,86.5,190.41000366210938,1150,TSLA,0.500005
TSLA230421C01175000,2023-04-21,71.7,190.41000366210938,1175,TSLA,0.500005
TSLA230421C01200000,2023-04-21,77,190.41000366210938,1200,TSLA,0.500005
TSLA230421C01225000,2023-04-21,79.84,190.41000366210938,1225,TSLA,0.500005
TSLA230421C01250000,2023-04-21,68.11,190.41000366210938,1250,TSLA,0.500005
TSLA230421C01275000,2023-04-21,62.99,190.41000366210938,1275,TSLA,0.500005
TSLA230421C01300000,2023-04-21,60.52,190.41000366210938,1300,TSLA,0.500005
TSLA230421C01325000,2023-04-21,53.25,190.41000366210938,1325,TSLA,0.500005
TSLA230421C01350000,2023-04-21,51.8,190.41000366210938,1350,TSLA,0.500005
TSLA230421C01375000,2023-04-21,41.5,190.41000366210938,1375,TSLA,0.500005
TSLA230421C01400000,2023-04-21,50.4,190.41000366210938,1400,TSLA,0.500005
TSLA230421C01425000,2023-04-21,40.55,190.41000366210938,1425,TSLA,0.500005
TSLA230421C01450000,2023-04-21,44.5,190.41000366210938,1450,TSLA,0.500005
TSLA230421C01475000,2023-04-21,41.1,190.41000366210938,1475,TSLA,0.500005
TSLA230421C01500000,2023-04-21,35.8,190.41000366210938,1500,TSLA,0.500005
TSLA230421C01525000,2023-04-21,29.55,190.41000366210938,1525,TSLA,0.500005
TSLA230421C01550000,2023-04-21,28.55,190.41000366210938,1550,TSLA,0.500005
TSLA230421C01575000,2023-04-21,27.5,190.41000366210938,1575,TSLA,0.500005
TSLA230421C01600000,2023-04-21,23.9,190.41000366210938,1600,TSLA,0.500005
TSLA230421C01625000,2023-04-21,28.45,190.41000366210938,1625,TSLA,0.500005
TSLA230421C01650000,2023-04-21,20.1,190.41000366210938,1650,TSLA,0.500005
TSLA230421C01675000,2023-04-21,21.7,190.41000366210938,1675,TSLA,0.500005
TSLA230421C01700000,2023-04-21,21.05,190.41000366210938,1700,TSLA,0.500005
TSLA230421C01725000,2023-04-21,20.4,190.41000366210938,1725,TSLA,0.500005
TSLA230421C01750000,2023-04-21,21.2,190.41000366210938,1750,TSLA,0.500005
TSLA230421C01800000,2023-04-21,18.8,190.41000366210938,1800,TSLA,0.500005
TSLA230428C00030000,2023-04-28,151.5,190.41000366210938,30,TSLA,3.425782685546875
TSLA230428C00100000,2023-04-28,90.9,190.41000366210938,100,TSLA,1.1215864233398438
TSLA230428C00105000,2023-04-28,73.9,190.41000366210938,105,TSLA,1.0830123974609376
TSLA230428C00110000,2023-04-28,88.4,190.41000366210938,110,TSLA,1.0283251708984378
TSLA230428C00115000,2023-04-28,76.3,190.41000366210938,115,TSLA,0.9897461962890625
TSLA230428C00120000,2023-04-28,70.45,190.41000366210938,120,TSLA,0.965820654296875
TSLA230428C00125000,2023-04-28,66.4,190.41000366210938,125,TSLA,0.9267585449218749
TSLA230428C00130000,2023-04-28,59.88,190.41000366210938,130,TSLA,0.8908702319335937
TSLA230428C00135000,2023-04-28,57.74,190.41000366210938,135,TSLA,0.8796398754882812
TSLA230428C00140000,2023-04-28,52.49,190.41000366210938,140,TSLA,0.8281267187499999
TSLA230428C00145000,2023-04-28,48.01,190.41000366210938,145,TSLA,0.8178729150390623
TSLA230428C00147000,2023-04-28,44.75,190.41000366210938,147,TSLA,0.8111591149902342
TSLA230428C00148000,2023-04-28,45.78,190.41000366210938,148,TSLA,0.7583031982421876
TSLA230428C00149000,2023-04-28,45,190.41000366210938,149,TSLA,0.7929708203125
TSLA230428C00150000,2023-04-28,44.05,190.41000366210938,150,TSLA,0.7895528857421875
TSLA230428C00152500,2023-04-28,46.64,190.41000366210938,152.5,TSLA,0.7884542639160157
TSLA230428C00155000,2023-04-28,40.2,190.41000366210938,155,TSLA,0.7635521691894531
TSLA230428C00157500,2023-04-28,37.7,190.41000366210938,157.5,TSLA,0.7608666491699221
TSLA230428C00160000,2023-04-28,35.77,190.41000366210938,160,TSLA,0.7645287219238281
TSLA230428C00165000,2023-04-28,31.03,190.41000366210938,165,TSLA,0.7349880017089843
TSLA230428C00167500,2023-04-28,29.94,190.41000366210938,167.5,TSLA,0.73437765625
TSLA230428C00170000,2023-04-28,28.27,190.41000366210938,170,TSLA,0.7114286669921875
TSLA230428C00172500,2023-04-28,26.12,190.41000366210938,172.5,TSLA,0.7083769396972657
TSLA230428C00175000,2023-04-28,23.41,190.41000366210938,175,TSLA,0.7108183215332031
TSLA230428C00177500,2023-04-28,22.05,190.41000366210938,177.5,TSLA,0.7009307250976562
TSLA230428C00180000,2023-04-28,21.4,190.41000366210938,180,TSLA,0.6944000286865235
TSLA230428C00182500,2023-04-28,20.02,190.41000366210938,182.5,TSLA,0.6886627813720705
TSLA230428C00185000,2023-04-28,18.65,190.41000366210938,185,TSLA,0.6661410339355471
TSLA230428C00187500,2023-04-28,17.25,190.41000366210938,187.5,TSLA,0.695437615966797
TSLA230428C00190000,2023-04-28,15.9,190.41000366210938,190,TSLA,0.6733431103515627
TSLA230428C00192500,2023-04-28,14.5,190.41000366210938,192.5,TSLA,0.6787141503906251
TSLA230428C00195000,2023-04-28,13.5,190.41000366210938,195,TSLA,0.6527134338378908
TSLA230428C00197500,2023-04-28,12.3,190.41000366210938,197.5,TSLA,0.6698641412353517
TSLA230428C00200000,2023-04-28,11.6,190.41000366210938,200,TSLA,0.6514317083740235
TSLA230428C00202500,2023-04-28,10.3,190.41000366210938,202.5,TSLA,0.6453282537841796
TSLA230428C00205000,2023-04-28,9.55,190.41000366210938,205,TSLA,0.6420934228515626
TSLA230428C00207500,2023-04-28,8.6,190.41000366210938,207.5,TSLA,0.647464462890625
TSLA230428C00210000,2023-04-28,7.95,190.41000366210938,210,TSLA,0.6403844555664062
TSLA230428C00215000,2023-04-28,6.57,190.41000366210938,215,TSLA,0.6348303118896486
TSLA230428C00220000,2023-04-28,5.38,190.41000366210938,220,TSLA,0.6359899682617188
TSLA230428C00225000,2023-04-28,4.44,190.41000366210938,225,TSLA,0.6337927246093751
TSLA230428C00230000,2023-04-28,3.55,190.41000366210938,230,TSLA,0.663333444824219
TSLA230428C00235000,2023-04-28,3.04,190.41000366210938,235,TSLA,0.6381872119140625
TSLA230428C00240000,2023-04-28,2.49,190.41000366210938,240,TSLA,0.6344030700683594
TSLA230428C00245000,2023-04-28,2.05,190.41000366210938,245,TSLA,0.637698935546875
